Filename,Latitude,Longitude,Altitude,Gimball_Roll,Gimball_Yaw,Gimball_Pitch,Flight_Roll,Flight_Yaw,Flight_Pitch
Drone_1.png,59.45845283,24.46983772,100,,,,,,
Drone_2.png,59.45819659,24.46933347,100,,,,,,
Drone_3.png,59.45818841,24.46802455,100,,,,,,
Drone_4.png,59.45836833,24.46738618,100,,,,,,
Drone_5.png,59.45835742,24.46730572,100,,,,,,
Drone_6.png,59.45799486,24.46870047,100,,,,,,
Drone_7.png,59.45773044,24.46948904,100,,,,,,
Drone_8.png,59.45755597,24.47063702,100,,,,,,
Drone_9.png,59.4566509,24.47112518,100,,,,,,
Drone_10.png,59.45617655,24.47298127,100,,,,,,
Drone_11.png,59.45555355,24.4749832,100,,,,,,
Drone_12.png,59.45544332,24.4756339,100,,,,,,
Drone_13.png,59.45482084,24.47555735,100,,,,,,
Drone_14.png,59.4556573,24.475417,100,,,,,,
Drone_15.png,59.45707099,24.47394375,100,,,,,,
Drone_16.png,59.4574665,24.47271891,100,,,,,,
Drone_17.png,59.45812459,24.47151958,100,,,,,,
Drone_18.png,59.45848443,24.46818953,100,,,,,,
Drone_19.png,59.45851037,24.4678259,100,,,,,,
Drone_20.png,59.45732077,24.47216286,100,,,,,,
Drone_20.png,59.45739662,24.47076715,100,,,,,,
